K:\Automation\Cambria\Plant\Building\DWGS\Rooftop\Roof Equipment.dwg,Plot-FLR,2/17/2009 10:30:31 AM,WILLIG01,LSCAHP5100.pc3,11x17,1:1.82675,
K:\Automation\Cambria\Plant\Line 1\Formulation\Silo\DWGS\Silos\Silo_PID_rev2.DWG,Model,2/17/2009 11:24:44 AM,WILLIG01,LSCAHP5100.pc3,11x17,1:1.7141,
K:\Automation\Cambria\Plant\Line 1\Formulation\MXA\DWGS\C Side PID\Mixing Line C_rev3.DWG,C Side PID,2/17/2009 11:25:07 AM,WILLIG01,LSCAHP5100.pc3,11x17,1:0.999204,
K:\Automation\Cambria\Plant\Line 1\Formulation\MXB\DWGS\B Side PID\Mixing Line A&B_rev0.DWG,Model,2/17/2009 11:25:29 AM,WILLIG01,LSCAHP5100.pc3,11x17,1:2.24972,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Breton DWG 100307\BA22-9900.dwg,Model,2/26/2009 2:35:10 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:197.121,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Polish line 2\1259-9900.dwg,Model,2/26/2009 2:39:55 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:139.223,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Polish line 2\1607-9900.dwg,Model,2/26/2009 2:40:10 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:139.236,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Polish line 2\1607-9910.dwg,Model,2/26/2009 2:40:16 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:139.236,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Polish line 2\1621-9900.dwg,Model,2/26/2009 2:40:26 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:197.133,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Polish line 2\1621-9910.dwg,Model,2/26/2009 2:40:38 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:197.133,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Polish line 2\BA22-9900.dwg,Model,2/26/2009 2:40:45 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:98.4495,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Polish line 2\BA62-9900.dwg,Model,2/26/2009 2:40:51 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:197.115,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Polish line 2\BA83-9900.dwg,Model,2/26/2009 2:40:58 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:197.133,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Polish line 2\BC08-9900.dwg,Model,2/26/2009 2:41:03 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:98.4495,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Polish line 2\BL551212541FLrev1.dwg,Model,2/26/2009 2:41:44 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:840.075,
K:\Automation\Cambria\Plant\Building\DWGS\01-29-09 Addition drawings\Breton\Breton DWG 100307\BL852512540F1D1_0.dwg,Model,2/26/2009 2:48:14 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:840.037,
K:\Automation\Cambria\Plant\Building\DWGS\Original building drawings\Breton\Drawings\Equipment Foundation Drawings\BL811212540F1-r2 (Bay 3 Foundation Layout).dwg,Model,2/26/2009 2:57:45 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:840.103,
K:\Automation\Cambria\Plant\Building\DWGS\Original building drawings\Breton\Drawings\Equipment Foundation Drawings\BL811212540F2-r1 (Bay 1 & 2 Foundation Layout).dwg,Model,2/26/2009 2:58:36 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:788.534,
K:\Automation\Cambria\Plant\Building\DWGS\Original building drawings\Breton\Drawings\Equipment Layout Drawings\8112-1254 - AC R14.dwg,Model,2/26/2009 3:04:21 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:987.41,
K:\Automation\Cambria\Plant\Building\DWGS\Original building drawings\Breton\Drawings\Equipment Process Drawings\Outdated Equipment Process Drawings\BL811212540E (Electric Power Feeding Point).dwg,Model,2/26/2009 3:07:08 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:1577.12,
K:\Automation\Cambria\Plant\Building\DWGS\Original building drawings\Breton\Drawings\Equipment Process Drawings\Outdated Equipment Process Drawings\BL811212540Ea (Electric Power Feeding Point).dwg,Model,2/26/2009 3:07:25 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:1577.12,
K:\Automation\Cambria\Plant\Building\DWGS\Original building drawings\Breton\Drawings\Equipment Process Drawings\Outdated Equipment Process Drawings\BL811212540P (Compressed Air Feeding Point).dwg,Model,2/26/2009 3:07:37 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:1577.12,
K:\Automation\Cambria\Plant\Building\DWGS\Original building drawings\Breton\Drawings\Equipment Process Drawings\Outdated Equipment Process Drawings\BL811212540W (Water Feeding Point).dwg,Model,2/26/2009 3:07:43 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:1577.12,
K:\Automation\Cambria\Plant\Building\DWGS\Original building drawings\Breton\Drawings\Equipment Process Drawings\BL011212540EX (Dust and Styrene Fumes Extracting Circuits).dwg,Model,2/26/2009 3:08:24 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:1113.89,
K:\Automation\Cambria\Plant\Building\DWGS\Original building drawings\Breton\Drawings\Equipment Process Drawings\0407-0700C.dwg,Model,2/26/2009 3:13:08 PM,WILLIG01,LSCAHP5100.pc3,11x17,1:1670.87,
